Date,Close,Return,Volatility,RSI,Return_Bin,Vol_Bin,RSI_Signal,Observation
2015-05-26 00:00:00-04:00,177.27740478515625,-1.075149427540345,0.0817094178118643,55.68006928214884,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-05-27 00:00:00-04:00,178.96014404296875,0.9492124841582684,0.1178074303245949,61.309769967094,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-05-28 00:00:00-04:00,178.7582244873047,-0.1128293435076699,0.1179355309456165,60.31964222776164,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-05-29 00:00:00-04:00,177.64761352539062,-0.6212922315039782,0.1196470396553854,55.05325487706597,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-06-01 00:00:00-04:00,178.00938415527344,0.2036450829276725,0.1233235932466351,56.38894784708232,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-06-02 00:00:00-04:00,177.83274841308594,-0.099228331711676,0.0913772094291643,55.52138951654025,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-06-03 00:00:00-04:00,178.30389404296875,0.2649374955328243,0.0558670631813496,57.40389331954257,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-06-04 00:00:00-04:00,176.79786682128906,-0.8446406791972616,0.0788134522623644,50.10395783183497,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-06-05 00:00:00-04:00,176.494873046875,-0.1713786370060255,0.0703421371743921,48.760477869794,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-06-08 00:00:00-04:00,175.40953063964844,-0.6149427394065432,0.0699348745985024,44.18962514589444,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-06-09 00:00:00-04:00,175.38427734375,-0.0143967638510544,0.0716639761565147,44.0860712002374,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-06-10 00:00:00-04:00,177.48773193359375,1.19934045497192,0.125721409416841,53.79802543107138,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-06-11 00:00:00-04:00,178.0598907470703,0.322365274063352,0.1074867887222253,56.035003839765,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-06-12 00:00:00-04:00,176.6968231201172,-0.7655107622689283,0.1253369634768241,49.84351097741138,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-06-15 00:00:00-04:00,175.9395751953125,-0.4285577473511881,0.1199002435083895,46.752862924971744,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-06-16 00:00:00-04:00,176.8988037109375,0.5452033827864744,0.1241789519589364,50.90566277282404,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-06-17 00:00:00-04:00,177.184814453125,0.1616804275595074,0.0867472734646512,52.105103858681865,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-06-18 00:00:00-04:00,179.02745056152344,1.0399514846041846,0.1152496882025651,59.04695961289349,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-06-19 00:00:00-04:00,178.2327423095703,-0.4439030156886625,0.1011698991583777,55.32267912618261,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-06-22 00:00:00-04:00,179.14581298828125,0.5122912136564794,0.0869060430015349,58.55696049134362,High,Low,Neutral,"('High', 'Low', 'Neutral')"
2015-06-23 00:00:00-04:00,179.2726287841797,0.0707891486734002,0.0871337453070216,59.00089478295802,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-06-24 00:00:00-04:00,177.97061157226562,-0.7262777484462024,0.1129929118498304,52.75288930424366,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-06-25 00:00:00-04:00,177.4295196533203,-0.3040344212817403,0.0764340388227272,50.36585835809063,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-06-26 00:00:00-04:00,177.39569091796875,-0.019066013038671,0.0730145261283248,50.21288128804044,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-06-29 00:00:00-04:00,173.67562866210938,-2.097042062639276,0.1419350734410129,36.929409650089134,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-06-30 00:00:00-04:00,174.03915405273438,0.2093128399334842,0.1464457325801814,38.63772149809351,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-07-01 00:00:00-04:00,175.4342041015625,0.8015725291364184,0.1748669935296863,44.81504917316017,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-07-02 00:00:00-04:00,175.27357482910156,-0.0915609776802384,0.1753858504765951,44.26252041316583,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-07-06 00:00:00-04:00,174.77474975585938,-0.2845979912993512,0.1742447428916847,42.509739167844025,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-07-07 00:00:00-04:00,175.87387084960938,0.6288786539733859,0.0730641726511888,47.44788309405909,High,Low,Neutral,"('High', 'Low', 'Neutral')"
2015-07-08 00:00:00-04:00,172.92318725585938,-1.6777271003906802,0.1567483551256424,38.00905077267624,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-07-09 00:00:00-04:00,173.23597717285156,0.1808837333823643,0.1388459380655375,39.38560086747642,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-07-10 00:00:00-04:00,175.41726684570312,1.2591435730899605,0.1763070571570207,48.04924969495829,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-07-13 00:00:00-04:00,177.3533935546875,1.103726414052142,0.1883318922785253,54.2938518570203,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-07-14 00:00:00-04:00,178.12281799316406,0.4338368852464747,0.1866605850651021,56.5300925684833,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-07-15 00:00:00-04:00,178.0635986328125,-0.0332463639519997,0.0896446411609645,56.301770234088,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-07-16 00:00:00-04:00,179.49240112304688,0.8024113301117408,0.0825034712212298,60.45212327762745,High,Low,Neutral,"('High', 'Low', 'Neutral')"
2015-07-17 00:00:00-04:00,179.64462280273438,0.0848067543445241,0.0755168326966691,60.87843416184897,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-07-20 00:00:00-04:00,179.73765563964844,0.0517871536941161,0.0550166712620769,61.15404323431485,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-07-21 00:00:00-04:00,179.0274658203125,-0.3951257830800747,0.068973032552336,57.80613114502239,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-07-22 00:00:00-04:00,178.7061309814453,-0.1794891288857902,0.0715089564531951,56.30417408405823,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-07-23 00:00:00-04:00,177.70005798339844,-0.5629762070957334,0.0446314494398967,51.76884839618327,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-07-24 00:00:00-04:00,175.85693359375,-1.03721091065746,0.0658979176433986,44.66991854918275,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-07-27 00:00:00-04:00,174.8339385986328,-0.5817200233232955,0.050503737002788,41.28592198008767,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-07-28 00:00:00-04:00,176.9814453125,1.228312266531506,0.1375836589296397,49.871088657020906,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-07-29 00:00:00-04:00,178.1988983154297,0.6878986668800158,0.1524783783723571,53.97938065002417,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-07-30 00:00:00-04:00,178.24119567871094,0.023736040840383,0.1457068182899978,54.12006364657576,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-07-31 00:00:00-04:00,177.97061157226562,-0.1518078384825538,0.1133367522446852,53.00379232761197,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-08-03 00:00:00-04:00,177.37033081054688,-0.3372920710984939,0.1029790980664955,50.51456308920506,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-08-04 00:00:00-04:00,177.023681640625,-0.1954380805052058,0.0637911093533271,49.08108029042108,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-08-05 00:00:00-04:00,177.60708618164062,0.329562991577581,0.0406421444642788,51.5718746127223,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-08-06 00:00:00-04:00,176.15283203125,-0.8188041263755386,0.0655447978206433,45.58578378253219,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-08-07 00:00:00-04:00,175.81468200683594,-0.1919640010976775,0.0652825195041522,44.29821509535422,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-08-10 00:00:00-04:00,178.02984619140625,1.2599426619468446,0.12295193091161,53.55323988970504,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-08-11 00:00:00-04:00,176.4234161376953,-0.9023374945703266,0.1417055924642416,47.40221238076235,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-08-12 00:00:00-04:00,176.634765625,0.1197967321638016,0.1387603403885272,48.244465787671714,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-08-13 00:00:00-04:00,176.4149627685547,-0.1244391814191114,0.1242792841734324,47.39446420591493,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-08-14 00:00:00-04:00,177.0574951171875,0.3642164692547966,0.1242903604179827,50.158898141827095,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-08-17 00:00:00-04:00,178.0466766357422,0.5586781389288253,0.0902895440409075,54.15327269831264,High,Low,Neutral,"('High', 'Low', 'Neutral')"
2015-08-18 00:00:00-04:00,177.53094482421875,-0.2896610154530132,0.05488872209787,51.82140993704692,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-08-19 00:00:00-04:00,176.1274871826172,-0.7905425406208422,0.0853245944387824,46.01464284466982,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-08-20 00:00:00-04:00,172.44972229003906,-2.0881265902379265,0.1697930028774399,34.95958948929287,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-08-21 00:00:00-04:00,167.25852966308594,-3.010264416791686,0.2291772392802281,25.60763912218526,Low,High,Oversold,"('Low', 'High', 'Oversold')"
2015-08-24 00:00:00-04:00,160.21578979492188,-4.210691007717493,0.2601813259669572,18.41168254897244,Low,High,Oversold,"('Low', 'High', 'Oversold')"
2015-08-25 00:00:00-04:00,158.3304443359375,-1.1767538401787014,0.2263218926890261,17.031884074362495,Low,High,Oversold,"('Low', 'High', 'Oversold')"
2015-08-26 00:00:00-04:00,164.4093780517578,3.839396612140078,0.4919622660464262,34.16386747798602,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-08-27 00:00:00-04:00,168.47604370117188,2.473499807373414,0.5517814657550001,42.689495688999855,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-08-28 00:00:00-04:00,168.4844970703125,0.0050175496497439,0.5017793883587315,42.70610480348039,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-08-31 00:00:00-04:00,167.12327575683594,-0.8079208100128632,0.3428708112661596,40.66253136405785,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-09-01 00:00:00-04:00,162.13502502441406,-2.984773192023693,0.4265277923321453,34.20340415316532,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-09-02 00:00:00-04:00,165.21253967285156,1.8981183417796863,0.348685797970335,40.48463906104253,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-09-03 00:00:00-04:00,165.3308868408203,0.0716332841339317,0.2825355810827598,40.71900770097014,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-09-04 00:00:00-04:00,162.82833862304688,-1.51366043308222,0.2902837439114372,37.36797079826169,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-09-08 00:00:00-04:00,166.9203338623047,2.513073138166022,0.3655172552979512,45.295572959130965,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-09-09 00:00:00-04:00,164.68838500976562,-1.337134189043876,0.2900228276824654,42.16092148475384,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-09-10 00:00:00-04:00,165.5845184326172,0.5441388127028102,0.25827634766821,43.84136217534678,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-09-11 00:00:00-04:00,166.3369903564453,0.454433742327387,0.2599412305065649,45.27902795512857,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-09-14 00:00:00-04:00,165.7197265625,-0.3710923184449655,0.2243757597913477,44.27766557109664,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-09-15 00:00:00-04:00,167.79119873046875,1.2499852678597767,0.1575382019256625,48.40170238578618,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-09-16 00:00:00-04:00,169.2454071044922,0.866677385361192,0.095118294922293,51.135813295640425,High,Low,Neutral,"('High', 'Low', 'Neutral')"
2015-09-17 00:00:00-04:00,168.8649444580078,-0.2247993921923541,0.1097690574732992,50.38360168722752,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-09-18 00:00:00-04:00,166.10546875,-1.6341317713186032,0.1807796252557602,45.19120333363208,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-09-21 00:00:00-04:00,166.9638214111328,0.5167515961949976,0.1811180456614175,47.02020024503699,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-09-22 00:00:00-04:00,164.79669189453125,-1.2979635338276174,0.1745103128293992,43.10879857301929,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-09-23 00:00:00-04:00,164.53318786621094,-0.1598964307420347,0.1412905354147378,42.644287701951775,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-09-24 00:00:00-04:00,163.93829345703125,-0.3615649929930353,0.1395375929096832,41.5556158412397,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-09-25 00:00:00-04:00,163.89578247070312,-0.025931089943465,0.1056364970821839,41.47413426163313,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-09-28 00:00:00-04:00,159.78245544433594,-2.509721094929618,0.1676090459862678,34.43786195257759,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-09-29 00:00:00-04:00,159.87591552734375,0.058492080840744,0.1735966510041711,34.708904127850644,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-09-30 00:00:00-04:00,162.85891723632812,1.8658230660603792,0.2485261272062179,42.83244561796637,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-10-01 00:00:00-04:00,163.28390502929688,0.2609545735540175,0.2499661939001962,43.9033144630336,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-10-02 00:00:00-04:00,165.7230224609375,1.4937892569405475,0.2738289403186627,49.72417042897385,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-10-05 00:00:00-04:00,168.6719970703125,1.7794598273574769,0.1359903943259988,55.708227398452266,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-10-06 00:00:00-04:00,168.0941162109375,-0.3426062828520981,0.1564958669927045,54.343223688629024,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-10-07 00:00:00-04:00,169.4709014892578,0.8190561986075817,0.1373183189443461,57.043779411303866,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-10-08 00:00:00-04:00,171.00064086914062,0.902656070416774,0.1288582926879057,59.88308015534712,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-10-09 00:00:00-04:00,171.10263061523438,0.0596429028425715,0.1295551118202082,60.072567610181565,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-10-12 00:00:00-04:00,171.2640380859375,0.0943337166253721,0.0846711079351435,60.39142311943141,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-10-13 00:00:00-04:00,170.1847686767578,-0.63017865352335,0.0997510376072882,57.10740255107888,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-10-14 00:00:00-04:00,169.36888122558594,-0.4794127332990339,0.0955705880228682,54.68640127258106,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-10-15 00:00:00-04:00,171.9695281982422,1.5354927976364063,0.1351950876588996,60.4429517921467,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-10-16 00:00:00-04:00,172.75137329101562,0.4546416455083468,0.1370951556810767,62.0056557595673,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-10-19 00:00:00-04:00,172.8363494873047,0.0491898817764679,0.1373344903749011,62.180531479537365,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-10-20 00:00:00-04:00,172.61538696289062,-0.1278449383301128,0.1223294105190724,61.38928973832114,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-10-21 00:00:00-04:00,171.54454040527344,-0.6203656443717898,0.1281812737552739,57.56619062615829,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-10-22 00:00:00-04:00,174.44261169433594,1.6893987312075476,0.1377207670852844,64.08496240300123,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-10-23 00:00:00-04:00,176.35476684570312,1.0961514120860103,0.1495232291803672,67.61952529498456,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-10-26 00:00:00-04:00,175.92135620117188,-0.2457606631696252,0.1554011727951766,66.03323348748593,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-10-27 00:00:00-04:00,175.58140563964844,-0.1932400754884433,0.1567442158833566,64.75015666444568,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-10-28 00:00:00-04:00,177.5785369873047,1.1374389790198114,0.1370661897014657,68.60910799987434,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-10-29 00:00:00-04:00,177.47659301757812,-0.0574078216073248,0.1115271467616906,68.19868874163623,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-10-30 00:00:00-04:00,176.71168518066406,-0.4309908275274887,0.0990995143800644,65.05417577654046,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-11-02 00:00:00-05:00,178.80239868164062,1.1831212513417455,0.1219890317332915,69.23027726630674,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-11-03 00:00:00-05:00,179.32078552246094,0.2899216367579615,0.1135908364602193,70.18176207830574,Medium,High,Overbought,"('Medium', 'High', 'Overbought')"
2015-11-04 00:00:00-05:00,178.7769012451172,-0.3033024173740406,0.1022292636769632,67.81243595901893,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-11-05 00:00:00-05:00,178.598388671875,-0.0998521464456003,0.1027747310370448,67.01277632384662,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-11-06 00:00:00-05:00,178.50489807128906,-0.0523468331831922,0.0928461362674624,66.5700265156267,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-11-09 00:00:00-05:00,176.83920288085938,-0.933136966227366,0.0720484100871936,59.08045660146217,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-11-10 00:00:00-05:00,177.2471160888672,0.2306689927134675,0.0694879576069075,60.25960178999982,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-11-11 00:00:00-05:00,176.55023193359375,-0.3931709415932238,0.070359057947635,57.22567607927809,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-11-12 00:00:00-05:00,174.08558654785156,-1.3960023494442142,0.1051912242935998,48.017799783399575,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-11-13 00:00:00-05:00,172.1309356689453,-1.1228102898507175,0.1033191092253413,42.21620754996292,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-11-16 00:00:00-05:00,174.74850463867188,1.5206847970436144,0.1853748471746029,50.79065506446852,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-11-17 00:00:00-05:00,174.62100219726562,-0.0729633948341246,0.1817627405605718,50.39835218854951,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-11-18 00:00:00-05:00,177.39158630371094,1.5866270789784087,0.224040513483436,57.99135961709497,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-11-19 00:00:00-05:00,177.2386016845703,-0.0862411923408301,0.1844315017632941,57.468233166006414,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-11-20 00:00:00-05:00,177.8844757080078,0.3644093427158434,0.1313575467569622,59.143890195319685,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-11-23 00:00:00-05:00,177.68057250976562,-0.114626752801572,0.1145415669944915,58.36214742245834,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-11-24 00:00:00-05:00,177.91848754882812,0.1339004234970131,0.1108060142466734,59.04240128397559,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-11-25 00:00:00-05:00,177.8930206298828,-0.0143138126319386,0.0312575620658842,58.93141514159271,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-11-27 00:00:00-05:00,178.09698486328125,0.1146555568488638,0.0286206426328285,59.58664242455901,Medium,Low,Neutral,"('Medium', 'Low', 'Neutral')"
2015-11-30 00:00:00-05:00,177.35757446289062,-0.4151728907472729,0.0354860819922181,56.09278287892872,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-12-01 00:00:00-05:00,179.04884338378906,0.953592721382357,0.0788699140308142,61.63410791455161,High,Low,Neutral,"('High', 'Low', 'Neutral')"
2015-12-02 00:00:00-05:00,177.22158813476562,-1.020534517001448,0.1152564583390777,53.74247921453826,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-12-03 00:00:00-05:00,174.74002075195312,-1.40026246741759,0.1482401560712981,45.26577503607919,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-12-04 00:00:00-05:00,178.14796447753906,1.950293762654165,0.222316796755644,55.61864798481318,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-12-07 00:00:00-05:00,177.06861877441406,-0.60587035405677,0.2250078434978996,52.24791966384387,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-12-08 00:00:00-05:00,175.8788604736328,-0.6719193434817528,0.2093568847878745,48.74134047265888,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-12-09 00:00:00-05:00,174.5105743408203,-0.7779707743885589,0.2051110128929012,45.00077304261718,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-12-10 00:00:00-05:00,174.9610137939453,0.2581158504729286,0.1814812481942086,46.45751530749858,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-12-11 00:00:00-05:00,171.570068359375,-1.9381148754452735,0.125492608833976,38.245098526869874,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-12-14 00:00:00-05:00,172.43690490722656,0.5052376303982475,0.1549334989433359,41.11093092438915,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-12-15 00:00:00-05:00,174.24716186523438,1.0498083104552025,0.1891284291384961,46.67622290123168,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-12-16 00:00:00-05:00,176.79673767089844,1.46319502617549,0.2101905257869292,53.36137631417071,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-12-17 00:00:00-05:00,174.10263061523438,-1.5238443260638943,0.2458584713891194,46.69899330868225,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-12-18 00:00:00-05:00,171.0009765625,-1.7815090109632004,0.2384059840032282,40.43909608079047,Low,High,Neutral,"('Low', 'High', 'Neutral')"
2015-12-21 00:00:00-05:00,172.41160583496094,0.8249246880443151,0.2441888686875607,44.1086121755001,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-12-22 00:00:00-05:00,173.9761505126953,0.9074474251066444,0.24055777666818,47.93963292176703,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-12-23 00:00:00-05:00,176.1304931640625,1.2382976890904285,0.2323097183060837,52.74301480423974,High,High,Neutral,"('High', 'High', 'Neutral')"
2015-12-24 00:00:00-05:00,175.8397979736328,-0.1650453508688643,0.1955043936859171,52.045218799646,Medium,High,Neutral,"('Medium', 'High', 'Neutral')"
2015-12-28 00:00:00-05:00,175.4380340576172,-0.2284829263031085,0.1056809266128182,51.04015580095824,Low,Low,Neutral,"('Low', 'Low', 'Neutral')"
2015-12-29 00:00:00-05:00,177.3102264404297,1.0671530793588513,0.1113263000405858,55.36574221299628,High,Low,Neutral,"('High', 'Low', 'Neutral')"
2015-12-30 00:00:00-05:00,176.05352783203125,-0.7087569812678884,0.1362142136143357,52.0420219099478,Low,High,Neutral,"('Low', 'High', 'Neutral')"
